# Thu Mar 21 03:03:05 2024
#iter,start_t0,scanf(),checkExit,loopIter,fillChar,solvePos,filltoSend,sent,total
77,0.00,0.14,0.02,1.37,0.08,0.01,0.02,0.01,1.64
78,0.00,0.74,0.06,0.71,0.08,0.02,0.02,0.01,1.62
79,0.00,0.08,0.01,0.76,0.04,0.01,0.01,0.00,0.91
80,0.00,0.09,0.01,0.01,0.01,0.01,0.01,0.00,0.14
81,0.00,0.18,0.02,0.65,0.07,0.01,0.01,0.01,0.95
82,0.00,0.09,0.01,0.48,0.04,0.01,0.01,0.00,0.64
83,0.00,0.12,0.01,4.31,0.05,0.01,0.01,0.01,4.53
84,0.00,0.09,0.01,0.43,0.04,0.01,0.01,0.00,0.58
85,0.00,0.09,0.01,0.30,0.03,0.01,0.01,0.00,0.44
86,0.00,0.09,0.01,0.42,0.03,0.01,0.01,0.00,0.57
87,0.00,0.08,0.01,0.38,0.02,0.01,0.01,0.00,0.51
88,0.00,0.08,0.01,0.27,0.02,0.01,0.01,0.00,0.40
89,0.00,0.09,0.01,0.45,0.03,0.01,0.01,0.00,0.60
90,0.00,0.09,0.01,0.43,0.03,0.01,0.01,0.00,0.59
91,0.00,0.15,0.02,0.34,0.05,0.02,0.01,0.00,0.58
92,0.00,0.11,0.01,0.49,0.03,0.01,0.01,0.00,0.67
93,0.00,0.09,0.01,0.22,0.02,0.01,0.01,0.00,0.35
94,0.00,0.30,0.04,1.03,0.11,0.02,0.01,0.01,1.52
95,0.00,0.09,0.01,0.26,0.02,0.01,0.01,0.00,0.40
96,0.00,0.15,0.02,0.55,0.04,0.01,0.01,0.00,0.77
97,0.00,0.09,0.01,0.92,0.07,0.01,0.01,0.01,1.11
98,0.00,0.09,0.01,0.39,0.07,0.02,0.02,0.01,0.62
99,0.00,0.14,0.02,0.54,0.04,0.01,0.01,0.00,0.75
100,0.00,0.10,0.01,0.44,0.05,0.01,0.01,0.00,0.62
101,0.00,0.08,0.01,0.41,0.03,0.01,0.01,0.00,0.55
102,0.00,0.09,0.02,0.60,0.10,0.02,0.01,0.00,0.86
103,0.00,0.10,0.01,0.35,0.02,0.01,0.01,0.00,0.50
104,0.00,0.09,0.01,0.21,0.02,0.01,0.01,0.00,0.36
105,0.00,0.08,0.01,0.46,0.04,0.01,0.01,0.00,0.61
106,0.00,0.19,0.03,0.02,0.02,0.02,0.01,0.01,0.28
107,0.00,0.20,0.02,0.73,0.07,0.02,0.01,0.00,1.05
108,0.00,0.08,0.01,0.45,0.03,0.01,0.01,0.00,0.58
109,0.00,0.08,0.01,0.36,0.03,0.01,0.01,0.00,0.50
110,0.00,0.17,0.02,0.50,0.03,0.01,0.01,0.00,0.74
111,0.00,0.08,0.05,0.41,0.03,0.01,0.01,0.00,0.58
112,0.00,0.08,0.01,0.35,0.02,0.01,0.01,0.00,0.48
113,0.00,0.11,0.01,0.01,0.01,0.01,0.01,0.00,0.16
114,0.00,0.23,0.03,1.05,0.09,0.02,0.01,0.01,1.44
115,0.00,0.16,0.02,0.57,0.07,0.01,0.01,0.01,0.85
116,0.00,0.11,0.01,0.57,0.04,0.01,0.01,0.00,0.76
117,0.00,0.12,0.01,0.58,0.04,0.01,0.01,0.01,0.76
118,0.00,0.22,0.01,0.30,0.03,0.01,0.01,0.00,0.59
119,0.00,0.16,0.02,11.71,0.09,0.01,0.01,0.01,12.01
120,0.00,0.20,0.02,1.30,0.12,0.03,0.01,0.01,1.70
121,0.00,0.19,0.03,1.16,0.03,0.01,0.01,0.00,1.44
122,0.00,0.14,0.01,0.59,0.05,0.01,0.01,0.00,0.81
123,0.00,0.10,0.02,0.48,0.05,0.01,0.05,0.01,0.72
124,0.00,0.21,0.01,0.63,0.11,0.03,0.02,0.01,1.02
125,0.00,0.11,0.01,0.50,0.08,0.01,0.01,0.00,0.72
126,0.00,0.20,0.03,0.55,0.06,0.01,0.01,0.00,0.86
127,0.00,0.22,0.03,0.95,0.04,0.01,0.01,0.00,1.27
128,0.00,0.15,0.02,0.73,0.10,0.02,0.02,0.01,1.05
129,0.00,0.17,0.01,1.17,0.18,0.03,0.02,0.01,1.58
130,0.00,0.17,0.01,0.36,0.06,0.02,0.02,0.01,0.64
131,0.00,0.09,0.01,0.44,0.02,0.01,0.01,0.00,0.58
132,0.00,0.13,0.01,0.57,0.04,0.01,0.01,0.00,0.78
133,0.00,0.22,0.03,0.65,0.05,0.01,0.01,0.00,0.97
134,0.00,0.11,0.01,0.40,0.02,0.01,0.01,0.00,0.56
135,0.00,0.08,0.01,0.21,0.04,0.01,0.01,0.00,0.36
136,0.00,0.10,0.01,0.56,0.08,0.01,0.01,0.00,0.77
137,0.00,0.10,0.01,0.27,0.03,0.01,0.01,0.00,0.43
138,0.00,0.18,0.03,4.05,0.05,0.01,0.01,0.00,4.33
139,0.00,0.16,0.02,0.28,0.05,0.01,0.01,0.00,0.53
140,0.00,0.10,0.01,0.85,0.09,0.02,0.01,0.01,1.09
141,0.00,0.09,0.01,0.54,0.04,0.01,0.01,0.00,0.70
142,0.00,0.09,0.01,0.47,0.04,0.01,0.01,0.00,0.62
143,0.00,0.11,0.01,0.40,0.02,0.01,0.01,0.00,0.56
144,0.00,0.09,0.01,0.27,0.03,0.01,0.01,0.00,0.42
145,0.00,0.08,0.01,0.47,0.04,0.01,0.01,0.00,0.63
146,0.00,0.16,0.02,0.48,0.03,0.01,0.01,0.00,0.71
147,0.00,0.12,0.01,5.41,0.06,0.01,0.01,0.00,5.64
148,0.00,0.08,0.01,0.46,0.03,0.01,0.01,0.00,0.59
149,0.00,0.11,0.01,1.87,0.05,0.01,0.01,0.00,2.07
150,0.00,0.10,0.01,0.58,0.04,0.01,0.01,0.00,0.75
151,0.00,0.10,0.01,0.28,0.03,0.01,0.01,0.00,0.44
152,0.00,0.14,0.01,0.26,0.02,0.01,0.01,0.00,0.45
153,0.00,0.09,0.01,0.39,0.03,0.01,0.01,0.00,0.53
154,0.00,0.18,0.03,0.75,0.06,0.01,0.01,0.00,1.05
155,0.00,0.08,0.01,0.31,0.08,0.02,0.01,0.01,0.51
156,0.00,0.09,0.01,0.51,0.04,0.01,0.01,0.00,0.68
157,0.00,0.10,0.02,0.01,0.02,0.01,0.01,0.00,0.17
158,0.00,0.10,0.01,0.81,0.08,0.01,0.01,0.01,1.03
159,0.00,0.10,0.01,0.44,0.03,0.01,0.01,0.00,0.60
160,0.00,0.32,0.05,1.49,0.17,0.02,0.02,0.01,2.07
161,0.00,0.09,0.01,0.49,0.04,0.01,0.01,0.00,0.65
162,0.00,0.10,0.01,0.01,0.01,0.01,0.01,0.01,0.16
163,0.00,0.13,0.01,4.62,0.05,0.01,0.01,0.01,4.83
164,0.00,0.09,0.01,8.48,0.18,0.03,0.02,0.01,8.82
165,0.00,0.08,0.01,0.41,0.03,0.01,0.01,0.00,0.54
166,0.00,0.09,0.01,0.36,0.03,0.01,0.01,0.00,0.51
167,0.00,0.27,0.01,0.47,0.06,0.01,0.01,0.00,0.84
168,0.00,0.07,0.01,0.35,2.95,0.02,0.02,0.00,3.42
169,0.00,0.09,0.01,0.31,0.06,0.02,0.01,0.00,0.49
170,0.00,0.08,0.01,0.85,0.10,0.01,0.01,0.00,1.07
171,0.00,0.10,0.01,0.62,0.09,0.02,0.02,0.01,0.86
172,0.00,0.07,0.01,0.37,0.02,0.01,0.01,0.00,0.49
173,0.00,0.19,6.22,4.41,0.09,0.02,0.02,0.01,10.94
174,0.00,0.09,0.01,0.40,0.03,0.01,0.01,0.00,0.55
175,0.00,0.08,0.01,0.69,0.04,0.01,0.01,0.00,0.84
176,0.00,0.09,0.01,0.44,0.03,0.01,0.01,0.00,0.58
177,0.00,0.10,0.01,0.52,0.04,0.01,0.01,0.00,0.69
178,0.00,0.09,0.01,1.27,0.07,0.01,0.01,0.00,1.46
179,0.00,0.27,0.03,0.02,0.07,0.01,0.01,0.00,0.41
180,0.00,0.09,0.01,0.44,0.03,0.01,0.01,0.00,0.58
181,0.00,0.09,0.01,0.01,0.01,0.01,0.01,0.00,0.13
182,0.00,0.07,0.01,0.36,0.02,0.01,0.01,0.00,0.48
183,0.00,0.15,0.02,0.01,0.02,0.01,0.01,0.00,0.23
184,0.00,0.17,0.02,2.24,0.05,0.01,0.01,0.00,2.49
185,0.00,0.13,0.01,0.63,0.06,0.02,0.01,0.00,0.88
186,0.00,0.10,0.01,0.60,0.06,0.01,0.01,0.00,0.79
187,0.00,0.10,0.01,0.49,0.04,0.01,0.01,0.00,0.65
188,0.00,0.14,0.01,1.03,0.04,0.01,0.01,0.00,1.26
189,0.00,0.08,0.01,0.36,0.03,0.01,0.01,0.00,0.49
190,0.00,0.08,0.01,0.80,0.05,0.01,0.01,0.00,0.97
191,0.00,0.27,0.07,1.46,0.07,0.02,0.01,0.00,1.90
192,0.00,0.09,0.01,0.01,0.01,0.01,0.01,0.00,0.14
193,0.00,0.09,0.01,0.37,0.02,0.01,0.01,0.00,0.51
194,0.00,0.09,0.01,0.68,0.06,0.01,0.01,0.01,0.88
195,0.00,0.10,0.01,0.62,0.04,0.01,0.01,0.00,0.80
196,0.00,0.10,0.02,0.64,0.05,0.01,0.01,0.00,0.83
197,0.00,0.14,0.01,0.33,0.03,0.01,0.01,0.00,0.54
198,0.00,0.10,0.01,0.30,0.02,0.01,0.01,0.00,0.45
199,0.00,0.25,0.03,1.15,0.05,0.01,0.01,0.00,1.50
200,0.00,0.23,0.03,0.72,0.03,0.01,0.01,0.00,1.03
201,0.00,0.30,0.04,1.19,0.08,0.02,0.01,0.01,1.65
202,0.00,0.15,0.02,0.77,0.06,0.01,0.01,0.00,1.03
203,0.00,0.25,0.02,1.05,0.11,0.02,0.02,0.01,1.48
204,0.00,0.09,0.01,0.44,0.02,0.01,0.01,0.00,0.58
205,0.00,0.10,0.01,0.55,0.04,0.01,0.01,0.00,0.71
206,0.00,0.11,0.01,0.34,0.04,0.01,0.01,0.01,0.53
207,0.00,0.11,0.01,0.21,0.02,0.01,0.01,0.00,0.37
208,0.00,0.09,0.02,0.48,0.04,0.01,0.01,0.00,0.65
209,0.00,0.09,0.01,0.44,0.03,0.01,0.01,0.00,0.59
210,0.00,0.09,0.01,0.53,0.04,0.01,0.01,0.00,0.70
211,0.00,0.26,0.03,0.66,0.03,0.01,0.01,0.00,1.00
212,0.00,0.08,0.01,0.73,0.04,0.01,0.01,0.00,0.88
213,0.00,0.12,0.02,1.94,0.08,0.01,0.01,0.01,2.19
214,0.00,0.10,0.01,0.85,0.05,0.01,0.01,0.01,1.04
215,0.00,0.08,0.01,0.40,0.03,0.01,0.01,0.00,0.54
216,0.00,0.10,0.01,4.91,0.04,0.01,0.01,0.00,5.09
217,0.00,0.09,0.01,4.06,0.37,0.01,0.01,0.00,4.56
218,0.00,1.06,0.04,3.52,0.05,0.01,0.01,0.01,4.70
219,0.00,0.10,0.01,0.38,0.02,0.01,0.01,0.00,0.53
220,0.00,0.24,0.04,1.30,0.12,0.02,0.01,0.01,1.74
221,0.00,0.11,0.01,0.68,0.06,0.01,0.01,0.01,0.90
222,0.00,0.09,0.01,0.56,0.08,0.02,0.02,0.01,0.79
223,0.00,0.10,0.02,0.48,0.04,0.01,0.01,0.00,0.67
224,0.00,0.08,0.01,4.74,0.07,0.01,0.01,0.00,4.92
225,0.00,0.34,0.02,0.68,0.06,0.01,0.01,0.00,1.12
226,0.00,0.19,0.03,1.45,0.07,0.01,0.01,0.00,1.77
227,0.00,0.17,0.01,1.04,0.07,0.01,0.01,0.01,1.33
228,0.00,0.09,0.01,3.33,0.04,0.01,0.01,0.00,3.47
229,0.00,0.09,0.01,0.59,0.03,0.01,0.01,0.00,0.74
230,0.00,0.11,0.01,0.28,0.02,0.01,0.01,0.00,0.44
231,0.00,0.09,0.01,0.54,1.60,0.02,0.01,0.00,2.27
232,0.00,0.15,0.02,0.40,0.03,0.01,0.01,0.00,0.62
233,0.00,0.15,0.01,0.68,0.07,0.02,0.01,0.01,0.96
234,0.00,0.21,0.01,0.01,0.01,0.01,0.01,0.00,0.26
235,0.00,0.12,0.02,2.07,0.09,0.02,0.01,0.01,2.34
236,0.00,0.09,0.01,0.63,0.05,0.01,0.01,0.01,0.80
237,0.00,0.10,0.02,0.73,0.06,0.01,0.01,0.01,0.94
238,0.00,0.09,0.01,3.37,0.05,0.01,0.01,0.00,3.55
239,0.00,0.11,0.01,0.41,0.04,0.01,0.01,0.00,0.59
240,0.00,0.11,0.01,0.52,0.04,0.01,0.01,0.00,0.71
241,0.00,0.12,0.01,0.97,0.05,0.01,0.01,0.00,1.17
242,0.00,0.08,0.01,0.97,0.07,0.01,0.01,0.00,1.16
243,0.00,0.10,0.01,0.69,0.04,0.01,0.01,0.00,0.86
244,0.00,0.26,0.03,0.74,0.04,0.01,0.01,0.00,1.08
245,0.00,0.09,0.01,0.34,0.02,0.01,0.01,0.00,0.47
246,0.00,0.18,0.26,0.30,0.03,0.01,0.01,0.00,0.79
247,0.00,0.08,3.86,0.65,0.05,0.01,0.01,0.00,4.68
248,0.00,0.14,0.01,0.86,0.06,0.01,0.01,0.01,1.11
249,0.00,0.24,0.03,0.78,0.03,0.01,0.01,0.00,1.09
250,0.00,0.10,0.01,0.57,0.04,0.01,0.01,0.00,0.75
251,0.00,0.21,0.03,3.00,0.04,0.01,0.01,0.00,3.29
252,0.00,0.19,0.02,0.75,0.04,0.01,0.01,0.00,1.02
253,0.00,0.20,0.03,0.92,0.04,0.01,0.01,0.00,1.21
254,0.00,0.10,0.01,0.58,0.03,0.01,0.01,0.00,0.73
255,0.00,0.10,0.01,0.38,0.04,0.01,0.01,0.00,0.56
256,0.00,0.09,0.01,0.59,0.03,0.01,0.01,0.00,0.74
257,0.00,0.14,0.01,0.90,0.11,0.02,0.01,0.01,1.22
258,0.00,0.19,0.02,1.14,0.09,0.01,0.02,0.01,1.48
259,0.00,0.11,0.02,0.47,0.07,0.01,0.01,0.01,0.71
260,0.00,0.09,0.01,0.73,0.05,0.01,0.01,0.01,0.90
261,0.00,0.11,0.01,0.62,0.04,0.01,0.01,0.00,0.81
262,0.00,0.10,0.01,0.25,0.02,0.01,0.01,0.00,0.40
263,0.00,0.10,0.01,0.23,0.02,0.01,0.01,0.00,0.37
264,0.00,0.14,0.01,0.69,0.09,0.01,0.01,0.00,0.95
265,0.00,0.09,0.01,0.98,0.03,0.01,0.01,0.00,1.14
266,0.00,0.25,0.03,1.22,0.05,0.01,0.01,0.00,1.58
267,0.00,0.24,0.02,1.02,0.10,0.02,0.01,0.01,1.43
268,0.00,0.13,0.01,0.68,0.05,0.01,0.01,0.01,0.91
269,0.00,0.11,0.01,0.33,0.04,0.01,0.01,0.00,0.51
270,0.00,0.12,0.01,0.77,0.12,0.02,0.02,0.01,1.07
271,0.00,0.10,0.01,0.50,0.04,0.01,0.01,0.00,0.67
272,0.00,0.10,0.01,0.45,0.08,0.02,0.02,0.01,0.69
273,0.00,0.16,0.02,0.71,0.03,0.01,0.01,0.00,0.95
274,0.00,0.16,0.02,0.24,0.03,0.01,0.01,0.00,0.46
275,0.00,6.69,0.01,0.49,0.04,0.01,0.01,0.01,7.26
276,0.00,0.08,0.01,2.31,0.05,0.01,0.01,0.00,2.47
277,0.00,0.08,0.01,0.01,0.01,0.01,0.01,0.00,0.13
278,0.00,0.23,0.03,0.91,0.08,0.02,0.01,0.01,1.29
279,0.00,0.09,0.01,0.46,0.03,0.01,0.01,0.00,0.60
280,0.00,0.21,0.03,0.91,0.09,0.01,0.01,0.00,1.26
281,0.00,0.09,0.01,0.70,0.04,0.01,0.01,0.00,0.86
282,0.00,0.13,0.01,0.30,0.03,0.01,0.01,0.00,0.49
283,0.00,0.15,0.02,4.88,0.05,0.01,0.01,0.00,5.12
284,0.00,0.11,0.01,0.52,0.04,0.01,0.01,0.00,0.70
285,0.00,0.08,0.01,0.44,0.03,0.01,0.01,0.00,0.58
286,0.00,0.08,0.01,0.40,0.08,0.01,0.01,0.00,0.58
287,0.00,0.10,0.01,0.37,0.04,0.01,0.01,0.00,0.54
288,0.00,0.43,0.01,0.48,0.03,0.01,0.01,0.00,0.96
289,0.00,0.10,0.01,0.73,0.11,0.02,0.01,0.01,1.00
290,0.00,0.09,0.01,0.50,0.03,0.01,0.01,0.00,0.65
291,0.00,0.15,0.02,0.69,0.07,0.01,0.01,0.01,0.96
292,0.00,0.10,0.01,0.58,0.04,0.01,0.01,0.00,0.76
293,0.00,0.14,0.02,5.10,0.04,0.01,0.01,0.00,5.32
294,0.00,0.09,0.01,7.79,0.11,0.02,0.01,0.01,8.05
295,0.00,0.14,0.01,0.62,0.04,0.01,0.01,0.00,0.83
296,0.00,0.11,0.02,0.42,0.05,0.02,0.01,0.01,0.62
297,0.00,0.09,0.01,0.44,0.07,0.01,0.01,0.00,0.64
298,0.00,0.21,0.03,0.41,0.05,0.01,0.01,0.00,0.72
299,0.00,0.09,0.01,0.59,0.04,0.01,0.01,0.00,0.75
300,0.00,0.15,0.02,1.97,0.07,0.01,0.01,0.01,2.23
301,0.00,0.09,0.01,0.61,0.07,0.01,0.01,0.00,0.82
302,0.00,0.15,0.02,4.97,0.12,0.02,0.02,0.01,5.31
303,0.00,0.09,0.01,0.52,0.08,0.02,0.01,0.00,0.73
304,0.00,0.12,0.01,3.02,0.05,1.55,0.04,0.00,4.81
305,0.00,0.18,0.01,0.49,0.06,0.02,0.01,0.00,0.77
306,0.00,0.09,0.01,0.53,0.03,0.01,0.01,0.00,0.68
307,0.00,0.10,0.01,4.11,0.05,0.01,0.01,0.00,4.29
308,0.00,0.10,0.01,0.67,0.04,0.01,0.02,0.01,0.87
309,0.00,0.19,0.02,6.51,0.10,0.02,0.01,0.01,6.86
310,0.00,4.26,0.03,1.18,0.10,0.02,0.01,0.01,5.61
311,0.00,0.10,0.01,0.63,0.04,0.01,0.01,0.00,0.81
312,0.00,0.20,0.02,0.66,0.09,0.02,0.01,0.00,1.00
313,0.00,0.08,0.01,0.52,0.03,0.01,0.01,0.00,0.66
314,0.00,0.09,0.01,0.56,0.03,0.01,0.01,0.00,0.72
315,0.00,0.17,0.02,0.47,0.05,0.02,0.01,0.01,0.75
316,0.00,0.12,0.01,0.90,0.08,0.01,0.06,0.00,1.18
317,0.00,0.15,0.02,0.81,0.07,0.01,0.01,0.01,1.09
318,0.00,0.08,0.01,0.50,0.03,0.01,0.01,0.00,0.64
319,0.00,0.20,0.03,0.71,0.03,0.01,0.01,0.00,0.99
320,0.00,0.18,0.01,0.52,0.05,0.01,0.01,0.00,0.79
321,0.00,0.10,0.02,0.35,0.05,0.01,0.01,0.00,0.54
322,0.00,0.22,0.03,0.62,0.09,0.02,0.02,0.01,1.01
323,0.00,0.20,0.01,0.81,0.11,0.07,0.03,0.01,1.23
324,0.00,0.11,0.01,0.52,0.03,0.01,0.01,0.00,0.69
325,0.00,0.08,0.01,0.41,0.03,0.01,0.01,0.00,0.55
326,0.00,0.16,0.01,0.60,0.04,0.01,0.01,0.01,0.85
327,0.00,0.08,0.01,0.78,0.04,0.01,0.01,0.00,0.93
328,0.00,0.10,0.01,0.69,0.04,0.01,0.01,0.00,0.88
329,0.00,0.10,0.01,0.37,0.04,0.01,0.01,0.00,0.54
330,0.00,0.11,0.01,0.58,0.04,0.01,0.01,0.00,0.77
331,0.00,0.09,0.01,0.44,0.02,0.01,0.01,0.00,0.58
332,0.00,0.19,0.02,0.86,0.06,0.01,0.01,0.01,1.17
333,0.00,0.12,0.02,6.55,0.05,0.01,0.01,0.00,6.74
334,0.00
